,words,words_label,intent_label
728,میشه برام میخوان یه اهنگ از مایلی اریک سایرس پخش کنی,O O O O O O B-Artist O I-Artist O O,Play_Music
729,هزینه  سه تا  چیزبرگر از  ساندویچ آیدا  چنده ,O B-Number I-Number B-Food O B-Restaurant I-Restaurant O ,Order_Food
730, دمای هوا در  استانبول چند است ,O O O B-Location O O ,Get_Weather
731,لطفا چنین اهنگی از داریوش پخش کن,O O O O B-Artist O O,Play_Music
732,لطفا برای  میان وعده یه  چلوکباب سلطانی سفارش بده ,O O O O B-Number B-Food I-Food O O ,Order_Food
733,اب و هواترین هوا بارونیه,O O O O O,Get_Weather
734,من فلافل یه از رستوران میخوام ایتالیایی,O B-Food B-Number O B-Restaurant O I-Restaurant,Order_Food
735,میتونی شام برای چهار تا سفارش همبرگر بدی,O O O B-Number I-Number O B-Food O,Order_Food
736,هزینه  سه تا  هات داگ از رستوران ارکید  چند ریال می شود ,O B-Number I-Number B-Food I-Food O B-Restaurant I-Restaurant O O O O ,Order_Food
737,تپسی خبر کن رو ببره مدرسه,O O O O O B-Destination,Catch_a_Cab
738,لطفا  یه دونه  ترانه از  هایده بذار ,O O O O O B-Artist O ,Play_Music
739,برای ناهار از نزدیک بیرون ترین کافه یه کباب سرخ برگ سفارش خواهم بده,O O O B-Restaurant O I-Restaurant I-Restaurant B-Number B-Food O I-Food O O O,Order_Food
740,میتونی بگی آب و هوا  دوبی  جمعه بعد چطوره ,O O O O O B-Location B-Date I-Date O ,Get_Weather
741,یک  آژانس خبر کن من رو ببره  خوابگاه ,O O O O O O O B-Destination ,Catch_a_Cab
742,دونه اسنپ یه کرایه کن از شاهچراغ تا حافظ پل,O O O O O O B-Departure O I-Destination B-Destination,Catch_a_Cab
743,دو ۵ تا جوجه کباب سفارش بده,B-Number O I-Number B-Food I-Food O O,Order_Food
744, پرطرفدارترین  ترانه  یاس رو بذار ,O O B-Artist O O ,Play_Music
745,برای خوردن ناهار از رستوران سیب دو تا پیتزای فانتزی مخصوص سفارش دهید بده,O O O O B-Restaurant I-Restaurant B-Number I-Number B-Food O I-Food O O O,Order_Food
746,لطفا یه  ترانه از  اد شرن پخش کن ,O O O O B-Artist I-Artist O O ,Play_Music
747,فردا در آب آتن و هوا جوری چه است,B-Date O O B-Location O O O O O,Get_Weather
748, یک  موسیقی از  فرزاد فرزین پخش کن ,O O O B-Artist I-Artist O O ,Play_Music
749,میخوام برای ناهار یک سبزیجات از رستوران سفارش بدم,O O O B-Number I-Food O B-Restaurant O O,Order_Food
750,من  یک آهنگ شاد از  مایکل جکسون میخوام گوش بدم ,O O O O O B-Artist I-Artist O O O ,Play_Music
751,یک  اسنپ خبر کن من رو ببره  سهروردی ,O O O O O O O B-Destination ,Catch_a_Cab
752,لطفا  یه دونه  آژانس بگیر من رو ببره  مدرسه ,O O O O O O O O B-Destination ,Catch_a_Cab
753, پنجشنبه آینده  طوفانیه ,B-Date I-Date O ,Get_Weather
754,میتونی  شادترین  چیز  ابی رو پخش کنی ,O O O B-Artist O O O ,Play_Music
755,برام هزینه اسنپ بگیر تا سهروردی,O O O O O B-Destination ,Catch_a_Cab
756,لطفا اهنگی از حسین شماعی پسند زاده پخش کن,O O O O B-Artist O I-Artist O O,Play_Music
757,من یک ترانه اکشن پرطرفدار میخوام,O O O O O O,Play_Music
758,جو هوا ابری است,O O O O,Get_Weather
759,یک  تپسی کرایه کن از  شاهچراغ تا  میدان نقش جهان ,O O O O O B-Departure O B-Destination I-Destination I-Destination ,Catch_a_Cab
760,پرطرفدارترین گل یاس رو بذار,O O B-Artist O O ,Play_Music
761, قیمت  دو تا  ساندویچ سرد از  نزدیک ترین کافه  چند هزار تومان می شود ,O B-Number I-Number B-Food I-Food O B-Restaurant I-Restaurant I-Restaurant O O O O O ,Order_Food
762,من واسه من یه اژانس اطلاعاتی بگیر تا دانشگاه عشق علم و صنعت,O O O O O O O O B-Destination O I-Destination I-Destination I-Destination,Catch_a_Cab
763,من یه  سالاد یونانی از  نزدیک ترین غذافروشی میخوام ,O B-Number B-Food I-Food O B-Restaurant I-Restaurant I-Restaurant O ,Order_Food
764, واسه من  یه  آژانس بگیر تا  دانشگاه علم و صنعت ,O O O O O O B-Destination I-Destination I-Destination I-Destination ,Catch_a_Cab
765,تا  دانشگاه تهران میخوام  تپسی بگیرم ,O B-Destination I-Destination O O O ,Catch_a_Cab
766,برای میان وعده اکبرجوجه پیتزای پپرونی سفارش بده,O O O B-Restaurant B-Food I-Food O O,Order_Food
767,دمای آینده در کرمان است,O I-Date O B-Location O,Get_Weather
768,شادترین آهنگ احسان خواجه امیری را,O O B-Artist I-Artist I-Artist O,Play_Music
769, چهارشنبه آینده در  واشنگتن  پیش بینی هوا شناسی چطوره ,B-Date I-Date O B-Location O O O O O ,Get_Weather
770,لطفا از  ساندویچ آیدا برای ناهار  یک عدد  چیزبرگر سفارش بده ,O O B-Restaurant I-Restaurant O O B-Number I-Number B-Food O O ,Order_Food
771,قیمت سه تا کباب کوبیده از چند هزار شود,O B-Number I-Number B-Food I-Food O O O O,Order_Food
772,شنبه قبل پیش بینی وضع هوا تونس چگونه شده بود,B-Date I-Date O O O O O O O O,Get_Weather
773,لطفا تپسی بگیر من رو ببره ولیعصر,O O O O O O I-Destination,Catch_a_Cab
774,اهنگی درباره بهترین البوم کامران و پولاد پخش کن,O O O O B-Artist I-Artist I-Artist O O ,Play_Music
775,من سه تا مک همبرگر از اژدر زاپاتا دارم میخوام,O B-Number I-Number O B-Food O B-Restaurant I-Restaurant O O,Order_Food
776,همین حالا الوده کن,B-Date I-Date O O ,Get_Weather
777,موسیقی ای از محبوب شدن ترین اجراهای البوم گروه کویین … پخش کن,O O O O O O O O B-Artist I-Artist O O O,Play_Music
778,من میخواهم به  یک  موسیقی از  فریدون فرخزاد گوش کنم ,O O O O O O B-Artist I-Artist O O ,Play_Music
779,آهنگی از  شادترین آلبوم  معین پخش کن ,O O O O B-Artist O O ,Play_Music
780,میتونی برام  یه عدد  ماشین بگیری تا  میدان کرج ,O O O O O O O B-Destination I-Destination ,Catch_a_Cab
781, یه عدد  ماشین میخوام که برم  هتل اسپسناس ,O O O O O O B-Destination I-Destination ,Catch_a_Cab
782, ترانه ای از  پرفروش ترین آلبوم  کامران و هومن پخش کن ,O O O O O O B-Artist I-Artist I-Artist O O ,Play_Music
783,لطفا لطفا برای وقت شام یه کباب برگ سفارش بده,O O O O O B-Number B-Food I-Food O O,Order_Food
784,آب و هوا  بارونیه ,O O O O ,Get_Weather
785,چهارشنبه اینده چیه چیه,B-Date I-Date O O ,Get_Weather
786,میشه از رستوران ایتالیایی برای انتخاب میان یک وعده چهار تا ده چیزبرگر سفارش بدی,O O B-Restaurant I-Restaurant O O O O O B-Number I-Number O B-Food O O,Order_Food
787,یه تپسی من رو ببره دانشگاه تهران,O O O O O B-Destination I-Destination,Catch_a_Cab
788,تپسی از گل ایران مال تا گل ایل گلی چند صد تومان است,O O O B-Departure I-Departure O O B-Destination I-Destination O O O O,Catch_a_Cab
789,پیش بینی اب و سیمای برلین را با من بگویید,O O O O O B-Location O O O O ,Get_Weather
790,فردا توکیو پیش روست اب و جوی چی است,B-Date B-Location O O O O O O O ,Get_Weather
791,بهترین  موسیقی  مایکل جکسون را پخش کن ,O O B-Artist I-Artist O O O ,Play_Music
792,الان همین برفیه,I-Date B-Date O,Get_Weather
793,واسه یه من دونه اسنپ بگیر دانشگاه تا شریف,O O O O O O B-Destination O I-Destination,Catch_a_Cab
794, درجه دما  پریروز در  اصفهان  چند درجه فارنهایت بود ,O O B-Date O B-Location O O O O ,Get_Weather
795,میتونی برام  یک عدد تاکسی بگیری تا  دانشگاه شریف ,O O O O O O O B-Destination I-Destination ,Catch_a_Cab
796,میتونی برای شام یه سالاد کامل سفارش بدیم,O O O B-Number B-Food I-Food O O ,Order_Food
797, موسیقی ای از  محبوب ترین آلبوم  گروه کویین پخش کن ,O O O O O O B-Artist I-Artist O O ,Play_Music
798,میخوام برای ناهار  یه دونه  پیتزای سبزیجات از  نزدیک ترین رستوران سفارش بدم ,O O O B-Number I-Number B-Food I-Food O B-Restaurant I-Restaurant I-Restaurant O O ,Order_Food
799, برام  یه  تپسی بگیر تا  هتل داریوش ,O O O O O B-Destination I-Destination ,Catch_a_Cab
800,تپسی یک میخوام من تا رو ببره اداره,O O O O O O O B-Destination,Catch_a_Cab
801,با یه تا دونه ترانه پرطرفدار از فرزاد فرزین پخش کن,O O O O O O O B-Artist I-Artist O O,Play_Music
802,باشگاه تا میخوام اسنپ بگیرم,B-Destination O O O O,Catch_a_Cab
803,یک تپسی کرایه کن یک راهاهن روسی تا هتل,O O O O O B-Departure I-Departure O B-Destination ,Catch_a_Cab
804,میتونی برام یک تاکسی بگیری تا  کافه سکوی نه و سه چهارم ,O O O O O O B-Destination I-Destination I-Destination I-Destination I-Destination I-Destination ,Catch_a_Cab
805,آهنگی از شادترین معین آلبوم کن پخش,O O O B-Artist O O O,Play_Music
806,میتونی برای  شام  دو تا  سالاد یونانی سفارش بدی ,O O O B-Number I-Number B-Food I-Food O O ,Order_Food
807,پیش جود بینی اب و هوا ژوهانسبورگ دوشنبه ماه بعد چه طوری گردیده است,O O O O O O B-Location B-Date O I-Date O O O O,Get_Weather
808,دمای زمین در استانبول چند است,O O O B-Location O O ,Get_Weather
809,یک  تپسی میخوام تا من رو ببره  اداره ,O O O O O O O B-Destination ,Catch_a_Cab
810,از کافه یه دونه پیتزای مخصوص بده,O I-Restaurant B-Number I-Number B-Food I-Food O,Order_Food
811,هزینه یه  پیتزای پپرونی از  نزدیک ترین رستوران چقدره ,O B-Number B-Food I-Food O B-Restaurant I-Restaurant I-Restaurant O ,Order_Food
812, یک عدد  تپسی میخوام که برم  پل حافظ ,O O O O O O B-Destination I-Destination ,Catch_a_Cab
813,یک  تپسی خبر کن من رو ببره  دانشگاه علم و صنعت ,O O O O O O O B-Destination I-Destination I-Destination I-Destination ,Catch_a_Cab
814, هوا  ابری است ,O O O ,Get_Weather
815,یکشنبه بغداد پیش پیش بینی هوا شناسی بود چگونه,B-Date B-Location O O O O O O O,Get_Weather
816, دوشنبه گذشته  ژوهانسبورگ  پیش بینی آب و هوا  چه جوری بود ,B-Date I-Date B-Location O O O O O O O O ,Get_Weather
817, اسنپ از  حرم امام رضا تا  فرودگاه مهرآباد  چند است ,O O B-Departure I-Departure I-Departure O B-Destination I-Destination O O ,Catch_a_Cab
818, یک عدد  اسنپ میخوام تا من رو ببره  مترو ولیعصر ,O O O O O O O O B-Destination I-Destination ,Catch_a_Cab
819,اما در مشهد میبینید چه طوری است,B-Date O B-Location O O O O ,Get_Weather
820,سه شنبه اخیر هوا چطور است,B-Date I-Date I-Date O O O ,Get_Weather
821,من سه تا مخلوط پیتزای از نزدیک ترین کافه میخوام,O B-Number I-Number I-Food B-Food O B-Restaurant I-Restaurant I-Restaurant O,Order_Food
822,میتونی بگی  پیش بینی آب و هوا  رم امروز چطوره ,O O O O O O O B-Location B-Date O ,Get_Weather
823, فردا  توکیو  پیش بینی آب و هوا  چی است ,B-Date B-Location O O O O O O O ,Get_Weather
824,یه که برم ایل گلی,O O O B-Destination I-Destination,Catch_a_Cab
825, دوشنبه گذشته  پیش بینی هوا شناسی  چگونه بود ,B-Date I-Date O O O O O O ,Get_Weather
826,درجه هوا در اصفهان معتدل چنده,O O O B-Location O O,Get_Weather
827,پیش بینی هوا شناسی طوفانی مازندران,O O O O O O ,Get_Weather
828,الان همین برلین بینی پیش آب و هوا است چطور,I-Date B-Date B-Location O O O O O O O,Get_Weather
829,محبوب موسیقی ترین سال را 1399 پخش کن,O O O O O O O O,Play_Music
830,یکشنبه سال اینده برفیه,B-Date O O O,Get_Weather
831,شنبه باران بعد می بارد,B-Date O I-Date O O,Get_Weather
832,هی لطفا ، برای میان وعده یک عدد ماکارونی سفارش بده,O O O O O O B-Number I-Number B-Food O O,Order_Food
833,میشه برام  یک  چیز از  گروه کویین پخش کنی ,O O O O O B-Artist I-Artist O O ,Play_Music
834,یک ماشین میخوام تا برم سراغ علم و صنعت,O O O O O B-Destination I-Destination I-Destination I-Destination ,Catch_a_Cab
835,میخوام یه چیز پرفروش در گروه بیتلز بساز,O O O O O B-Artist I-Artist O ,Play_Music
836, شنبه قبل در  دوحه  پیش بینی آب و هوا  چی بود ,B-Date I-Date O B-Location O O O O O O O ,Get_Weather
837, هوا  بارونیه ,O O ,Get_Weather
838,از کافه نه و سه تا بازار موبایل چقدر است,O B-Departure I-Departure I-Departure I-Departure O B-Destination I-Destination O O,Catch_a_Cab
839,پنج عدد تاکسی میخوام که برود میدان نقش جهان,O O O O O O B-Destination I-Destination I-Destination ,Catch_a_Cab
840,من  سه تا  چیزبرگر از  اژدر زاپاتا میخوام ,O B-Number I-Number B-Food O B-Restaurant I-Restaurant O ,Order_Food
841,لطفا برای  شام از  رستوران سیب  یه دونه  هات داگ سفارش بده ,O O O O B-Restaurant I-Restaurant B-Number I-Number B-Food I-Food O O ,Order_Food
842, پرفروش ترین آهنگ  ابی را پخش کن ,O O O B-Artist O O O ,Play_Music
843, جدیدترین آهنگ  شکیرا  رو پخش کن ,O O B-Artist O O O ,Play_Music
844,امروز  هوا چطوره ,B-Date O O ,Get_Weather
845,یه دونه کباب سفارش برگ بده,B-Number I-Number B-Food O I-Food O,Order_Food
846, هوا چطوره ,O O ,Get_Weather
847,میتونی یه  چیز از  اد شرن پخش کنی ,O O O O B-Artist I-Artist O O ,Play_Music
848,آب هوا و جمعه استانبول بعد چه جوری است,O O O B-Date B-Location I-Date O O O,Get_Weather
849, هوا  چه طوری است ,O O O O ,Get_Weather
850,یک عدد سزار سالاد از اکبرجوجه میشه چقدر,B-Number I-Number I-Food B-Food O B-Restaurant O O,Order_Food
851,یک عدد اسنپ میخوام من تا ببره رو ولیعصر مترو,O O O O O O O O I-Destination B-Destination,Catch_a_Cab
852,لطفا برای  میان وعده  یک عدد  ماکارونی سفارش بده ,O O O O B-Number I-Number B-Food O O ,Order_Food
853,من برای ناهار میخوام یک عدد همبرگر بخورم از ترین نزدیک کافه,O O O O B-Number I-Number B-Food O O I-Restaurant B-Restaurant I-Restaurant,Order_Food
854,از میشه زاپاتا اژدر برای شام چهار چیزبرگر تا سفارش بدی,O O I-Restaurant B-Restaurant O O B-Number B-Food I-Number O O,Order_Food
855,تا دروازه ولیعصر میخوام تپسی بگیرم,O B-Destination I-Destination O O O ,Catch_a_Cab
856, پسفردا  درجه هوا در  اهواز  چقدر است ,B-Date O O O B-Location O O ,Get_Weather
857,از  رستوران ایتالیایی  سه تا  چلوکباب سلطانی سفارش بده ,O B-Restaurant I-Restaurant B-Number I-Number B-Food I-Food O O ,Order_Food
858, همین الان باران می بارد ,B-Date I-Date O O O ,Get_Weather
859,یه  چلوکباب سفارش بده ,B-Number B-Food O O ,Order_Food
860,یه آلبوم آهنگ پرطرفدار کن پخش,O O O O O O,Play_Music
861,من آهنگ یک از آرام فریدون فرخزاد میخوام بدم گوش,O O O O O B-Artist I-Artist O O O,Play_Music
862,لطفا آهنگی از داریوش پخش کن ,O O O B-Artist O O ,Play_Music
863,… در ابوظبی هوا چگونه بود,B-Date O B-Location O O O ,Get_Weather
864,برای ناهار از  رستوران سیب  دو تا  پیتزای مخصوص سفارش بده ,O O O B-Restaurant I-Restaurant B-Number I-Number B-Food I-Food O O ,Order_Food
865, کرایه  تپسی از  فلکه گاز تا  حرم امام رضا  چند تومان است ,O O O B-Departure I-Departure O B-Destination I-Destination I-Destination O O O ,Catch_a_Cab
866,از  رستوران سیب  دو تا  پیتزای پپرونی سفارش بده ,O B-Restaurant I-Restaurant B-Number I-Number B-Food I-Food O O ,Order_Food
867,آب و هوا چطور است ,O O O O O ,Get_Weather
868,میان برای وعده از نزدیک ترین رستوران دونه پیتزای یه سبزیجات سفارش بده,O O O O B-Restaurant I-Restaurant I-Restaurant I-Number B-Food B-Number I-Food O O,Order_Food
869,میشه برام یه دونه چیز که از شهرام یکتا ناظری پخش درست کنی,O O O O O O O B-Artist O I-Artist O O O,Play_Music
870, درجه دما در  آتن  چقدره ,O O O B-Location O ,Get_Weather
871,تا  هتل اسپسناس میخوام تاکسی بگیرم ,O B-Destination I-Destination O O O ,Catch_a_Cab
872, همین الان  هوا چطور است ,B-Date I-Date O O O ,Get_Weather
873,میخوام  یه دونه آهنگ  محبوب از  شکیرا  بشنوم ,O O O O O O B-Artist O ,Play_Music
874,میخوام برای  میان وعده یه  پیتزای مخصوص از  نزدیک ترین رستوران سفارش بدم ,O O O O B-Number B-Food I-Food O B-Restaurant I-Restaurant I-Restaurant O O ,Order_Food
875,میتونی برای  شام  دو تا  چلوکباب سفارش بدی ,O O O B-Number I-Number B-Food O O ,Order_Food
876,از  دانشگاه شریف تا  ایران مال  کرایه  چند ریال میشه ,O B-Departure I-Departure O B-Destination I-Destination O O O O ,Catch_a_Cab
877, یه دونه  اسنپ کرایه کن از  حرم امام رضا تا  دانشگاه امیرکبیر ,O O O O O O B-Departure I-Departure I-Departure O B-Destination I-Destination ,Catch_a_Cab
878,لطفا یه دونه ترانه بذار,O O O O O,Play_Music
879,لطفا برای  میان وعده از  نزدیک ترین کافه  یک عدد  چلوکباب سلطانی سفارش بده ,O O O O O B-Restaurant I-Restaurant I-Restaurant B-Number I-Number B-Food I-Food O O ,Order_Food
880,امروز  هوا  چه جوریه ,B-Date O O O ,Get_Weather
881,اژانس سفر اینجا تا تهرانپارس چقدر میگذرد,O O B-Departure O B-Destination O O ,Catch_a_Cab
882,حتی میتونی یه صد اهنگ از گروه کویین پخش کنی,O O O O O O B-Artist I-Artist O O,Play_Music
883,من  یک آهنگ  آرام از  فریدون فرخزاد میخوام گوش بدم ,O O O O O B-Artist I-Artist O O O ,Play_Music
884,میخواهم  چیزی  پرفروش گوش کنم ,O O O O O ,Play_Music
885,میتونی یه ماشین بگیری خانه,O O O O B-Destination,Catch_a_Cab
886, یک عدد  ماکارونی از  اکبرجوجه  چند تومان میشه ,B-Number I-Number B-Food O B-Restaurant O O O ,Order_Food
887,یکشنبه آینده دمای هوا رم چقدر در است,B-Date I-Date O O B-Location O O O,Get_Weather
888,میخوام تو ناهار چهار تا پیتزا از بیرون سفارش بیام,O O O B-Number I-Number B-Food O B-Restaurant O O ,Order_Food
889,میتونی  قدیمی ترین  چیز  معین رو پخش کنی ,O O O O B-Artist O O O ,Play_Music
890,لطفا از  اژدر زاپاتا برای  میان وعده  چهار تا  سالاد سزار سفارش بده ,O O B-Restaurant I-Restaurant O O O B-Number I-Number B-Food I-Food O O ,Order_Food
891, محبوب ترین  چیز  دهه را پخش کن ,O O O O O O O ,Play_Music
892,سه تا چیزبرگر از اژدر میخوام,B-Number I-Number B-Food O B-Restaurant O,Order_Food
893, شادترین  ترانه  سال 2020 را پخش کن ,O O O O O O O ,Play_Music
894,یعنی از فرودگاه امام تا پای هتل اسپسناس هزینه اش هم چند میشه,O O B-Departure I-Departure O O B-Destination I-Destination O O O O O,Catch_a_Cab
895, همین حالا  آلوده است ,B-Date I-Date O O ,Get_Weather
896, قیمت  دو تا  پیتزای مخصوص از  نزدیک ترین رستوران  چند هزار تومان می شود ,O B-Number I-Number B-Food I-Food O B-Restaurant I-Restaurant I-Restaurant O O O O O ,Order_Food
897,منم میخوام امشب برای ناهار یه تعداد دونه پیتزای سبزیجات از نزدیک ترین رستوران سفارش بدم,O O O O O B-Number O I-Number B-Food I-Food O B-Restaurant I-Restaurant I-Restaurant O O,Order_Food
898,یه آلبوم  چیز  قدیمی پخش کن ,O O O O O O ,Play_Music
899,من برای شام میخوام چهار جفت پیتزای عالی بخورم از خوشمزه ترین غذافروشی,O O O O B-Number I-Number B-Food I-Food O O B-Restaurant I-Restaurant I-Restaurant ,Order_Food
